ticker,zacks_x_ind_desc,comp_name,comp_name_2,country_code,market_val,pe_ratio_12m,price_per_sales,price_book,div_yield,cons_recom_curr,held_by_insiders_pct,held_by_institutions_pct,link,sector
PETS,Internet Commerce,petmed-express,PetMed Express,United States,394.96,24.03,1.51,2.85,6.4,2.77,4.1,77.74,<a href='https://www.macrotrends.net/stocks/charts/PETS/petmed-express/stock-price-history'>PetMed Express (PETS)</a>,Consumer Staples
DTC,Internet Commerce,solo-brands,Solo Brands,United States,385.68,3.39,0.78,0.69,0,1,4.34,78.25,<a href='https://www.macrotrends.net/stocks/charts/DTC/solo-brands/stock-price-history'>Solo Brands (DTC)</a>,Consumer Staples
JMIA,Internet Commerce,jumia-technologies,Jumia Technologies,Germany,353.57,0,1.63,1.55,0,3.43,1.9,22.22,<a href='https://www.macrotrends.net/stocks/charts/JMIA/jumia-technologies/stock-price-history'>Jumia Technologies (JMIA)</a>,Consumer Staples
WISH,Internet Commerce,contextlogic,ContextLogic,United States,347.23,0,0.47,0.6,0,4.25,20.8,34.6,<a href='https://www.macrotrends.net/stocks/charts/WISH/contextlogic/stock-price-history'>ContextLogic (WISH)</a>,Consumer Staples
HEPS,Internet Commerce,d-market-electronic-services-trading,D-MARKET Electronic Services & Trading,Turkey,257.4,0,0.32,1.94,0,2.33,0,12.94,<a href='https://www.macrotrends.net/stocks/charts/HEPS/d-market-electronic-services-trading/stock-price-history'>D-MARKET Electronic Services & Trading (HEPS)</a>,Consumer Staples
GRPN,Internet Commerce,groupon,Groupon,United States,256.28,0,0.38,2.62,0,4,15.9,57.11,<a href='https://www.macrotrends.net/stocks/charts/GRPN/groupon/stock-price-history'>Groupon (GRPN)</a>,Consumer Staples
DIBS,Internet Commerce,1stdibs,1stdibs,United States,199.71,0,1.98,1.31,0,2.2,19.9,52.84,<a href='https://www.macrotrends.net/stocks/charts/DIBS/1stdibs/stock-price-history'>1stdibs (DIBS)</a>,Consumer Staples
YJ,Internet Commerce,yunji,Yunji,China,128.79,0,0.63,0.64,0,0,45.3,1.76,<a href='https://www.macrotrends.net/stocks/charts/YJ/yunji/stock-price-history'>Yunji (YJ)</a>,Consumer Staples
HOUR,Internet Commerce,hour-loop,Hour Loop,United States,91.46,0,1.2,12.18,0,0,95.1,0.61,<a href='https://www.macrotrends.net/stocks/charts/HOUR/hour-loop/stock-price-history'>Hour Loop (HOUR)</a>,Consumer Staples
TZOO,Internet Commerce,travelzoo,Travelzoo,United States,61.5,62,0.93,100.59,0,2,47.42,28.26,<a href='https://www.macrotrends.net/stocks/charts/TZOO/travelzoo/stock-price-history'>Travelzoo (TZOO)</a>,Consumer Staples
FTFT,Internet Commerce,future-fintech-group,Future FinTech Group,United States,30.61,0,0.88,0.43,0,0,6.44,0.78,<a href='https://www.macrotrends.net/stocks/charts/FTFT/future-fintech-group/stock-price-history'>Future FinTech Group (FTFT)</a>,Consumer Staples
TGL,Internet Commerce,treasure-global,Treasure Global,United States,29.56,0,0,4.06,0,0,26.3,0.69,<a href='https://www.macrotrends.net/stocks/charts/TGL/treasure-global/stock-price-history'>Treasure Global (TGL)</a>,Consumer Staples
BOXD,Internet Commerce,boxed,Boxed,United States,27.62,0,0.16,0,0,0,10,35.5,<a href='https://www.macrotrends.net/stocks/charts/BOXD/boxed/stock-price-history'>Boxed (BOXD)</a>,Consumer Staples
TC,Internet Commerce,tuanche,TuanChe,China,18.9,0,0.34,0.72,0,0,0.53,0.22,<a href='https://www.macrotrends.net/stocks/charts/TC/tuanche/stock-price-history'>TuanChe (TC)</a>,Consumer Staples
SFT,Internet Commerce,shift-technologies,Shift Technologies,United States,18.83,0,0.02,0,0,3.25,11.4,21.68,<a href='https://www.macrotrends.net/stocks/charts/SFT/shift-technologies/stock-price-history'>Shift Technologies (SFT)</a>,Consumer Staples
JWEL,Internet Commerce,jowell-global,Jowell Global,China,15.1,0,0,0.4,0,0,0,0.05,<a href='https://www.macrotrends.net/stocks/charts/JWEL/jowell-global/stock-price-history'>Jowell Global (JWEL)</a>,Consumer Staples
NXPL,Internet Commerce,nextplat,NextPlat,United States,14.79,0,1.33,0.81,0,0,29.87,2.26,<a href='https://www.macrotrends.net/stocks/charts/NXPL/nextplat/stock-price-history'>NextPlat (NXPL)</a>,Consumer Staples
OCG,Internet Commerce,oriental-culture-holding,Oriental Culture Holding,"Hong Kong, SAR China",13.86,0,0,0.26,0,0,0,3.42,<a href='https://www.macrotrends.net/stocks/charts/OCG/oriental-culture-holding/stock-price-history'>Oriental Culture Holding (OCG)</a>,Consumer Staples
OLB,Internet Commerce,olb,OLB,United States,13.59,0,0.42,0.36,0,0,31.5,3.75,<a href='https://www.macrotrends.net/stocks/charts/OLB/olb/stock-price-history'>OLB (OLB)</a>,Consumer Staples
AGBA,Internet Commerce,agba,AGBA,"Hong Kong, SAR China",12.08,0,0,0,0,0,2.27,47.62,<a href='https://www.macrotrends.net/stocks/charts/AGBA/agba/stock-price-history'>AGBA (AGBA)</a>,Consumer Staples
JFBR,Internet Commerce,jeffs-brands,Jeffs' Brands,Israel,9.45,0,0,0,0,0,51.27,21.81,<a href='https://www.macrotrends.net/stocks/charts/JFBR/jeffs-brands/stock-price-history'>Jeffs' Brands (JFBR)</a>,Consumer Staples
PIK,Internet Commerce,kidpik,Kidpik,United States,6.15,0,0.36,0.6,0,0,67.5,9.8,<a href='https://www.macrotrends.net/stocks/charts/PIK/kidpik/stock-price-history'>Kidpik (PIK)</a>,Consumer Staples
VINO,Internet Commerce,gauchos,Gauchos,United States,3.61,0,1.22,0.15,0,0,30,33.24,<a href='https://www.macrotrends.net/stocks/charts/VINO/gauchos/stock-price-history'>Gauchos (VINO)</a>,Consumer Staples
SECO,Internet Commerce,secoo-holding,Secoo Holding,China,0,0,0,0.09,0,0,18.8,14.29,<a href='https://www.macrotrends.net/stocks/charts/SECO/secoo-holding/stock-price-history'>Secoo Holding (SECO)</a>,Consumer Staples
ONFO,Internet Commerce,onfolio-holdings,Onfolio Holdings,United States,0,0,0,0,0,0,0,0,<a href='https://www.macrotrends.net/stocks/charts/ONFO/onfolio-holdings/stock-price-history'>Onfolio Holdings (ONFO)</a>,Consumer Staples
PG,Soap and Cleaning Preparations,procter-gamble,Procter & Gamble,United States,362691.28,26.35,4.51,8.34,2.4,1.63,0.26,62.13,<a href='https://www.macrotrends.net/stocks/charts/PG/procter-gamble/stock-price-history'>Procter & Gamble (PG)</a>,Consumer Staples
UL,Soap and Cleaning Preparations,unilever,Unilever,United Kingdom,129158.73,0,0,5.34,3.27,2.75,1,10.06,<a href='https://www.macrotrends.net/stocks/charts/UL/unilever/stock-price-history'>Unilever (UL)</a>,Consumer Staples
CL,Soap and Cleaning Preparations,colgate-palmolive,Colgate-Palmolive,United States,65756.42,26.33,3.71,62.45,2.39,2.29,0.31,77.63,<a href='https://www.macrotrends.net/stocks/charts/CL/colgate-palmolive/stock-price-history'>Colgate-Palmolive (CL)</a>,Consumer Staples
CHD,Soap and Cleaning Preparations,church-dwight,Church & Dwight,United States,20058.17,27.51,3.78,5.44,1.28,2.84,1.7,80.86,<a href='https://www.macrotrends.net/stocks/charts/CHD/church-dwight/stock-price-history'>Church & Dwight (CHD)</a>,Consumer Staples
CLX,Soap and Cleaning Preparations,clorox,Clorox,United States,17602.08,37.25,2.5,35.49,3.31,4,0.41,79.12,<a href='https://www.macrotrends.net/stocks/charts/CLX/clorox/stock-price-history'>Clorox (CLX)</a>,Consumer Staples
PM,Tobacco Products,philip-morris,Philip Morris,United States,158585.7,17.28,1.95,0,4.97,1.95,0.13,75.85,<a href='https://www.macrotrends.net/stocks/charts/PM/philip-morris/stock-price-history'>Philip Morris (PM)</a>,Consumer Staples
BTI,Tobacco Products,british-american-tobacco,British American Tobacco,United Kingdom,91730.88,0,0,0.99,7.35,2,0.03,6.37,<a href='https://www.macrotrends.net/stocks/charts/BTI/british-american-tobacco/stock-price-history'>British American Tobacco (BTI)</a>,Consumer Staples
MO,Tobacco Products,altria,Altria,United States,82404.09,9.68,3.26,0,8.18,2.67,0.07,58.68,<a href='https://www.macrotrends.net/stocks/charts/MO/altria/stock-price-history'>Altria (MO)</a>,Consumer Staples
UVV,Tobacco Products,universal,Universal,United States,1264.36,13,0.53,0.93,6.14,0,2.8,80.02,<a href='https://www.macrotrends.net/stocks/charts/UVV/universal/stock-price-history'>Universal (UVV)</a>,Consumer Staples
TPB,Tobacco Products,turning-point-brands,Turning Point Brands,United States,377.27,7.7,0.9,2.89,1.12,2,5.1,83.74,<a href='https://www.macrotrends.net/stocks/charts/TPB/turning-point-brands/stock-price-history'>Turning Point Brands (TPB)</a>,Consumer Staples
XXII,Tobacco Products,22nd-century,22nd Century,United States,191.23,0,3.76,1.58,0,1,2.4,20.63,<a href='https://www.macrotrends.net/stocks/charts/XXII/22nd-century/stock-price-history'>22nd Century (XXII)</a>,Consumer Staples
KO,Beverages - Soft Drinks,cocacola,CocaCola,United States,270757.78,25.25,6.39,11.08,2.81,1.55,0.98,68.74,<a href='https://www.macrotrends.net/stocks/charts/KO/cocacola/stock-price-history'>CocaCola (KO)</a>,Consumer Staples
PEP,Beverages - Soft Drinks,pepsico,PepsiCo,United States,247064.59,26.97,2.95,12.91,2.57,1.67,0.12,70.76,<a href='https://www.macrotrends.net/stocks/charts/PEP/pepsico/stock-price-history'>PepsiCo (PEP)</a>,Consumer Staples
KOF,Beverages - Soft Drinks,coca-cola-femsa-sab-de-cv,Coca Cola Femsa S.A.B De C.V,Mexico,114369.32,16.44,0,18.26,3.67,2.5,1,1.27,<a href='https://www.macrotrends.net/stocks/charts/KOF/coca-cola-femsa-sab-de-cv/stock-price-history'>Coca Cola Femsa S.A.B De C.V (KOF)</a>,Consumer Staples
MNST,Beverages - Soft Drinks,monster-beverage,Monster Beverage,United States,52774.36,44.76,8.48,7.82,0,1.81,10.5,75.11,<a href='https://www.macrotrends.net/stocks/charts/MNST/monster-beverage/stock-price-history'>Monster Beverage (MNST)</a>,Consumer Staples
KDP,Beverages - Soft Drinks,keurig-dr-pepper,Keurig Dr Pepper,United States,51027.53,22.1,3.74,2.03,2.22,2.27,1,52.29,<a href='https://www.macrotrends.net/stocks/charts/KDP/keurig-dr-pepper/stock-price-history'>Keurig Dr Pepper (KDP)</a>,Consumer Staples
FMX,Beverages - Soft Drinks,fomento-economico-mexicano-sab-de-cv,Fomento Economico Mexicano S.A.B De C.V,Mexico,28811.88,21.7,0,1.76,2.12,1.58,5.68,21.07,<a href='https://www.macrotrends.net/stocks/charts/FMX/fomento-economico-mexicano-sab-de-cv/stock-price-history'>Fomento Economico Mexicano S.A.B De C.V (FMX)</a>,Consumer Staples
CCEP,Beverages - Soft Drinks,coca-cola-europacific-partners,Coca-Cola Europacific Partners,United Kingdom,25753.76,0,0,3.11,3.94,1,3,28.63,<a href='https://www.macrotrends.net/stocks/charts/CCEP/coca-cola-europacific-partners/stock-price-history'>Coca-Cola Europacific Partners (CCEP)</a>,Consumer Staples
COKE,Beverages - Soft Drinks,coca-cola-bottling-consolidated,Coca-Cola Bottling Consolidated,United States,4597.89,11.69,0.76,4.51,0.2,0,0,36.33,<a href='https://www.macrotrends.net/stocks/charts/COKE/coca-cola-bottling-consolidated/stock-price-history'>Coca-Cola Bottling Consolidated (COKE)</a>,Consumer Staples
FIZZ,Beverages - Soft Drinks,national-beverage,National Beverage,United States,4149.54,30.44,3.57,14.07,0,4.5,75,23.4,<a href='https://www.macrotrends.net/stocks/charts/FIZZ/national-beverage/stock-price-history'>National Beverage (FIZZ)</a>,Consumer Staples
AKO.B,Beverages - Soft Drinks,embotelladora-andina-sa,Embotelladora Andina S.A,Chile,2252.84,11.52,0.76,2.04,9.68,0,0.01,1.82,<a href='https://www.macrotrends.net/stocks/charts/AKO_B/embotelladora-andina-sa/stock-price-history'>Embotelladora Andina S.A (AKO_B)</a>,Consumer Staples
AKO.A,Beverages - Soft Drinks,embotelladora-andina-sa,Embotelladora Andina S.A,Chile,1674.52,8.56,0.56,1.52,11.84,0,0.01,0.07,<a href='https://www.macrotrends.net/stocks/charts/AKO_A/embotelladora-andina-sa/stock-price-history'>Embotelladora Andina S.A (AKO_A)</a>,Consumer Staples
BROS,Beverages - Soft Drinks,dutch-bros,Dutch Bros,United States,1432.27,0,2.11,5.1,0,1.75,49.3,0,<a href='https://www.macrotrends.net/stocks/charts/BROS/dutch-bros/stock-price-history'>Dutch Bros (BROS)</a>,Consumer Staples
WEST,Beverages - Soft Drinks,westrock-coffee,Westrock Coffee,United States,993.26,0,0,38.91,0,1,0,28.86,<a href='https://www.macrotrends.net/stocks/charts/WEST/westrock-coffee/stock-price-history'>Westrock Coffee (WEST)</a>,Consumer Staples
COCO,Beverages - Soft Drinks,vita-coco,Vita Coco,United States,762.81,75.78,1.81,5.36,0,1,51.5,24.07,<a href='https://www.macrotrends.net/stocks/charts/COCO/vita-coco/stock-price-history'>Vita Coco (COCO)</a>,Consumer Staples
WTER,Beverages - Soft Drinks,alkaline-water,Alkaline Water,United States,30.19,0,0.45,8.93,0,1,5.15,7.1,<a href='https://www.macrotrends.net/stocks/charts/WTER/alkaline-water/stock-price-history'>Alkaline Water (WTER)</a>,Consumer Staples
DTEA,Beverages - Soft Drinks,davidstea,DAVIDsTEA,Canada,22.32,0,0.31,0.78,0,0,0,0.93,<a href='https://www.macrotrends.net/stocks/charts/DTEA/davidstea/stock-price-history'>DAVIDsTEA (DTEA)</a>,Consumer Staples
BRFH,Beverages - Soft Drinks,barfresh-food-group,Barfresh Food Group,United States,18.75,0,1.84,4.44,0,1,45.34,20.89,<a href='https://www.macrotrends.net/stocks/charts/BRFH/barfresh-food-group/stock-price-history'>Barfresh Food Group (BRFH)</a>,Consumer Staples
JVA,Beverages - Soft Drinks,coffee-holding,Coffee Holding,United States,12.56,31.43,0,0.44,0,0,20.5,20.43,<a href='https://www.macrotrends.net/stocks/charts/JVA/coffee-holding/stock-price-history'>Coffee Holding (JVA)</a>,Consumer Staples
REED,Beverages - Soft Drinks,reeds,Reeds,United States,10.08,0,0.2,0,0,2,29.9,35.78,<a href='https://www.macrotrends.net/stocks/charts/REED/reeds/stock-price-history'>Reeds (REED)</a>,Consumer Staples
NUZE,Beverages - Soft Drinks,nuzee,Nuzee,United States,7.03,0,2.26,0.72,0,0,28,5.65,<a href='https://www.macrotrends.net/stocks/charts/NUZE/nuzee/stock-price-history'>Nuzee (NUZE)</a>,Consumer Staples
ADM,Agricultural Operations,archer-daniels-midland,Archer Daniels Midland,United States,46896.66,11.52,0.48,1.95,1.87,2.09,1.2,78.23,<a href='https://www.macrotrends.net/stocks/charts/ADM/archer-daniels-midland/stock-price-history'>Archer Daniels Midland (ADM)</a>,Consumer Staples
CTVA,Agricultural Operations,corteva,Corteva,United States,43662.61,23.78,2.55,1.74,0.98,1.56,0.08,79.45,<a href='https://www.macrotrends.net/stocks/charts/CTVA/corteva/stock-price-history'>Corteva (CTVA)</a>,Consumer Staples
FDP,Agricultural Operations,fresh-del-monte-produce,Fresh Del Monte Produce,United States,1276.08,19.9,0.29,0.67,2.25,0,36.96,64.82,<a href='https://www.macrotrends.net/stocks/charts/FDP/fresh-del-monte-produce/stock-price-history'>Fresh Del Monte Produce (FDP)</a>,Consumer Staples
DOLE,Agricultural Operations,dole,Dole,Ireland,923.54,9.73,0.1,0.75,3.23,2,0,33.29,<a href='https://www.macrotrends.net/stocks/charts/DOLE/dole/stock-price-history'>Dole (DOLE)</a>,Consumer Staples
AGRO,Agricultural Operations,adecoagro-sa,Adecoagro S.A,Luxembourg,883.26,4.17,0.69,0.76,4.04,2.67,0,42.88,<a href='https://www.macrotrends.net/stocks/charts/AGRO/adecoagro-sa/stock-price-history'>Adecoagro S.A (AGRO)</a>,Consumer Staples
AVO,Agricultural Operations,mission-produce,Mission Produce,United States,829.66,51.04,0.79,1.59,0,1.4,43.7,22.48,<a href='https://www.macrotrends.net/stocks/charts/AVO/mission-produce/stock-price-history'>Mission Produce (AVO)</a>,Consumer Staples
CVGW,Agricultural Operations,calavo-growers,Calavo Growers,United States,544.01,61.36,0.46,2.44,3.75,2.5,3.6,73.96,<a href='https://www.macrotrends.net/stocks/charts/CVGW/calavo-growers/stock-price-history'>Calavo Growers (CVGW)</a>,Consumer Staples
BIOX,Agricultural Operations,bioceres-crop-solutions,Bioceres Crop Solutions,United States,505.58,0,1.28,1.61,0,1,0,0,<a href='https://www.macrotrends.net/stocks/charts/BIOX/bioceres-crop-solutions/stock-price-history'>Bioceres Crop Solutions (BIOX)</a>,Consumer Staples
CRESY,Agricultural Operations,cresud-sacif-y-a,Cresud S.A.C.I.F Y A,Argentina,412.38,1.57,0.48,0.22,1.95,0,36.2,9.99,<a href='https://www.macrotrends.net/stocks/charts/CRESY/cresud-sacif-y-a/stock-price-history'>Cresud S.A.C.I.F Y A (CRESY)</a>,Consumer Staples
LMNR,Agricultural Operations,limoneira-co,Limoneira Co,United States,224.95,0,1.22,1.25,2.36,1.5,5.83,41.65,<a href='https://www.macrotrends.net/stocks/charts/LMNR/limoneira-co/stock-price-history'>Limoneira Co (LMNR)</a>,Consumer Staples
ALCO,Agricultural Operations,alico,Alico,United States,183.45,0,2,0.73,0.83,1,7.9,45.65,<a href='https://www.macrotrends.net/stocks/charts/ALCO/alico/stock-price-history'>Alico (ALCO)</a>,Consumer Staples
AFRI,Agricultural Operations,forafric-global,Forafric Global,,166.76,0,0,2.94,0,0,0,1.59,<a href='https://www.macrotrends.net/stocks/charts/AFRI/forafric-global/stock-price-history'>Forafric Global (AFRI)</a>,Consumer Staples
CDZI,Agricultural Operations,cadiz,Cadiz,United States,153.49,0,143.72,4.8,0,1,5.4,50.49,<a href='https://www.macrotrends.net/stocks/charts/CDZI/cadiz/stock-price-history'>Cadiz (CDZI)</a>,Consumer Staples
LOCL,Agricultural Operations,local-bounti,Local Bounti,United States,124.41,0,9.46,0.95,0,1.5,41.5,65.27,<a href='https://www.macrotrends.net/stocks/charts/LOCL/local-bounti/stock-price-history'>Local Bounti (LOCL)</a>,Consumer Staples
SANW,Agricultural Operations,s-w-seed,S&W Seed,United States,78.43,0,1.04,1.68,0,1,9,0,<a href='https://www.macrotrends.net/stocks/charts/SANW/s-w-seed/stock-price-history'>S&W Seed (SANW)</a>,Consumer Staples
SEED,Agricultural Operations,origin-agritech,Origin Agritech,China,45.6,0,0,0,0,0,0,6.72,<a href='https://www.macrotrends.net/stocks/charts/SEED/origin-agritech/stock-price-history'>Origin Agritech (SEED)</a>,Consumer Staples
AGRI,Agricultural Operations,agriforce-growing-systems,AgriFORCE Growing Systems,Canada,19.01,0,0,1.91,0,1,12.8,1.6,<a href='https://www.macrotrends.net/stocks/charts/AGRI/agriforce-growing-systems/stock-price-history'>AgriFORCE Growing Systems (AGRI)</a>,Consumer Staples
FAMI,Agricultural Operations,farmmi,Farmmi,China,11.28,0,0,0.07,0,0,0,1.52,<a href='https://www.macrotrends.net/stocks/charts/FAMI/farmmi/stock-price-history'>Farmmi (FAMI)</a>,Consumer Staples
YTEN,Agricultural Operations,metabolix,Metabolix,United States,8.94,0,17.37,1.24,0,1,5.3,7.69,<a href='https://www.macrotrends.net/stocks/charts/YTEN/metabolix/stock-price-history'>Metabolix (YTEN)</a>,Consumer Staples
KAL,Agricultural Operations,kalera-public,Kalera Public,Ireland,6.77,0,0,0.01,0,1,12.7,15.15,<a href='https://www.macrotrends.net/stocks/charts/KAL/kalera-public/stock-price-history'>Kalera Public (KAL)</a>,Consumer Staples
RIBT,Agricultural Operations,ricebran-technologies,RiceBran Technologies,United States,5.27,0,0.14,0.34,0,0,3.81,6,<a href='https://www.macrotrends.net/stocks/charts/RIBT/ricebran-technologies/stock-price-history'>RiceBran Technologies (RIBT)</a>,Consumer Staples
EDBL,Agricultural Operations,edible-garden-ag,Edible Garden AG,United States,2.52,0,0,0,0,0,0,2.53,<a href='https://www.macrotrends.net/stocks/charts/EDBL/edible-garden-ag/stock-price-history'>Edible Garden AG (EDBL)</a>,Consumer Staples
LND,Agricultural Operations,brasilagro-cia-brasileira-de-propriedades-agricolas,Brasilagro Cia Brasileira De Propriedades Agricolas,Brazil,0,6.53,0,0.78,22.1,0,0.73,0,<a href='https://www.macrotrends.net/stocks/charts/LND/brasilagro-cia-brasileira-de-propriedades-agricolas/stock-price-history'>Brasilagro Cia Brasileira De Propriedades Agricolas (LND)</a>,Consumer Staples
PYX,Agricultural Operations,"pyxus-international,-inc","PYXUS INTERNATIONAL, INC",United States,0,0,0,0,0,0,10,0,"<a href='https://www.macrotrends.net/stocks/charts/PYX/pyxus-international,-inc/stock-price-history'>PYXUS INTERNATIONAL, INC (PYX)</a>",Consumer Staples
CHSCP,Agricultural Operations,chs-inc,CHS Inc,United States,0,0,0,0,0,0,2.3,0,<a href='https://www.macrotrends.net/stocks/charts/CHSCP/chs-inc/stock-price-history'>CHS Inc (CHSCP)</a>,Consumer Staples
KMB,Consumer Products - Misc. Discretionary,kimberly-clark,Kimberly-Clark,United States,46243.17,25.42,2.29,79.32,3.39,3.33,0.55,74.16,<a href='https://www.macrotrends.net/stocks/charts/KMB/kimberly-clark/stock-price-history'>Kimberly-Clark (KMB)</a>,Consumer Staples
IFF,Consumer Products - Misc. Discretionary,international-flavors-fragrances,International Flavors & Fragrances,United States,28395.15,19.57,2.25,1.68,2.91,2,0.2,88.86,<a href='https://www.macrotrends.net/stocks/charts/IFF/international-flavors-fragrances/stock-price-history'>International Flavors & Fragrances (IFF)</a>,Consumer Staples
CHWY,Consumer Products - Misc. Discretionary,chewy,Chewy,United States,16988.97,0,1.74,103.56,0,1.95,1.8,99.05,<a href='https://www.macrotrends.net/stocks/charts/CHWY/chewy/stock-price-history'>Chewy (CHWY)</a>,Consumer Staples
ACI,Consumer Products - Misc. Discretionary,albertsons,Albertsons,United States,11193.59,6.6,0.15,2.54,2.29,2.5,1.1,65.58,<a href='https://www.macrotrends.net/stocks/charts/ACI/albertsons/stock-price-history'>Albertsons (ACI)</a>,Consumer Staples
RH,Consumer Products - Misc. Discretionary,rh,RH,United States,7175.54,11.02,1.93,5.49,0,2.06,21.9,84.16,<a href='https://www.macrotrends.net/stocks/charts/RH/rh/stock-price-history'>RH (RH)</a>,Consumer Staples
NWL,Consumer Products - Misc. Discretionary,newell-brands,Newell Brands,United States,6009.61,7.73,0.6,1.59,6.33,2.11,1,92.31,<a href='https://www.macrotrends.net/stocks/charts/NWL/newell-brands/stock-price-history'>Newell Brands (NWL)</a>,Consumer Staples
OLLI,Consumer Products - Misc. Discretionary,ollies-bargain-outlet-holdings,Ollie's Bargain Outlet Holdings,United States,3135.6,34.04,1.76,2.39,0,2.08,0.74,0,<a href='https://www.macrotrends.net/stocks/charts/OLLI/ollies-bargain-outlet-holdings/stock-price-history'>Ollie's Bargain Outlet Holdings (OLLI)</a>,Consumer Staples
GO,Consumer Products - Misc. Discretionary,grocery-outlet-holding,Grocery Outlet Holding,United States,2766.61,34.68,0.81,2.54,0,1.81,11.2,97.42,<a href='https://www.macrotrends.net/stocks/charts/GO/grocery-outlet-holding/stock-price-history'>Grocery Outlet Holding (GO)</a>,Consumer Staples
ENR,Consumer Products - Misc. Discretionary,energizer-holdings,Energizer Holdings,United States,2612.74,11.84,0.86,19.96,3.28,2.5,0.73,88.05,<a href='https://www.macrotrends.net/stocks/charts/ENR/energizer-holdings/stock-price-history'>Energizer Holdings (ENR)</a>,Consumer Staples
LESL,Consumer Products - Misc. Discretionary,leslies,Leslie's,United States,2422.8,14.35,1.55,0,0,2,3.6,0,<a href='https://www.macrotrends.net/stocks/charts/LESL/leslies/stock-price-history'>Leslie's (LESL)</a>,Consumer Staples
WDFC,Consumer Products - Misc. Discretionary,wd-40,WD-40,United States,2208.1,35.5,4.34,11.75,1.92,3,1.5,92.24,<a href='https://www.macrotrends.net/stocks/charts/WDFC/wd-40/stock-price-history'>WD-40 (WDFC)</a>,Consumer Staples
EPC,Consumer Products - Misc. Discretionary,edgewell-personal-care,Edgewell Personal Care,United States,2053.62,15.53,0.95,1.42,1.5,2.66,1.84,94.46,<a href='https://www.macrotrends.net/stocks/charts/EPC/edgewell-personal-care/stock-price-history'>Edgewell Personal Care (EPC)</a>,Consumer Staples
DNUT,Consumer Products - Misc. Discretionary,krispy-kreme,Krispy Kreme,United States,1836.69,68.56,1.23,1.44,1.28,2.5,4.29,75.03,<a href='https://www.macrotrends.net/stocks/charts/DNUT/krispy-kreme/stock-price-history'>Krispy Kreme (DNUT)</a>,Consumer Staples
TLRY,Consumer Products - Misc. Discretionary,tilray-brands,Tilray Brands,Canada,1687.47,0,2.8,0.36,0,2.86,2.54,11.59,<a href='https://www.macrotrends.net/stocks/charts/TLRY/tilray-brands/stock-price-history'>Tilray Brands (TLRY)</a>,Consumer Staples
BRCC,Consumer Products - Misc. Discretionary,brc,BRC,United States,1271.48,0,4.55,11.11,0,2.1,0,12.98,<a href='https://www.macrotrends.net/stocks/charts/BRCC/brc/stock-price-history'>BRC (BRCC)</a>,Consumer Staples
FRG,Consumer Products - Misc. Discretionary,franchise,Franchise,United States,1143.12,7.79,0.27,2.21,8.36,1.5,32.3,53.8,<a href='https://www.macrotrends.net/stocks/charts/FRG/franchise/stock-price-history'>Franchise (FRG)</a>,Consumer Staples
ARKO,Consumer Products - Misc. Discretionary,arko,ARKO,United States,1013.43,16.88,0.11,3.75,1.42,1.5,31,52.25,<a href='https://www.macrotrends.net/stocks/charts/ARKO/arko/stock-price-history'>ARKO (ARKO)</a>,Consumer Staples
YSG,Consumer Products - Misc. Discretionary,yatsen-holding,Yatsen Holding,China,620.08,0,0.96,1.03,0,3,29,24.99,<a href='https://www.macrotrends.net/stocks/charts/YSG/yatsen-holding/stock-price-history'>Yatsen Holding (YSG)</a>,Consumer Staples
PRPL,Consumer Products - Misc. Discretionary,"purple-innovation,-inc","PURPLE INNOVATION, INC",United States,463.73,0,0.75,1.87,0,2.13,35.04,92.19,"<a href='https://www.macrotrends.net/stocks/charts/PRPL/purple-innovation,-inc/stock-price-history'>PURPLE INNOVATION, INC (PRPL)</a>",Consumer Staples
TUP,Consumer Products - Misc. Discretionary,tupperware-brands,Tupperware Brands,United States,212.16,4.54,0.15,0,0,3,2.19,71.39,<a href='https://www.macrotrends.net/stocks/charts/TUP/tupperware-brands/stock-price-history'>Tupperware Brands (TUP)</a>,Consumer Staples
FREE,Consumer Products - Misc. Discretionary,whole-earth-brands,Whole Earth Brands,United States,158.7,15.12,0.3,0.5,0,1,4.1,64.8,<a href='https://www.macrotrends.net/stocks/charts/FREE/whole-earth-brands/stock-price-history'>Whole Earth Brands (FREE)</a>,Consumer Staples
TDUP,Consumer Products - Misc. Discretionary,thredup,ThredUp,United States,142.12,0,0.49,0.95,0,1.83,41.99,57.48,<a href='https://www.macrotrends.net/stocks/charts/TDUP/thredup/stock-price-history'>ThredUp (TDUP)</a>,Consumer Staples
VFF,Consumer Products - Misc. Discretionary,village-farms,Village Farms,Canada,126.29,0,0.43,0.36,0,1.71,13.4,14.16,<a href='https://www.macrotrends.net/stocks/charts/VFF/village-farms/stock-price-history'>Village Farms (VFF)</a>,Consumer Staples
TTCF,Consumer Products - Misc. Discretionary,tattooed-chef,Tattooed Chef,United States,117.92,0,0.5,0.83,0,3,41.2,15.56,<a href='https://www.macrotrends.net/stocks/charts/TTCF/tattooed-chef/stock-price-history'>Tattooed Chef (TTCF)</a>,Consumer Staples
GROV,Consumer Products - Misc. Discretionary,grove-collaborative-holdings,Grove Collaborative Holdings,United States,93.47,0,0,3.72,0,0,15.92,46.51,<a href='https://www.macrotrends.net/stocks/charts/GROV/grove-collaborative-holdings/stock-price-history'>Grove Collaborative Holdings (GROV)</a>,Consumer Staples
